latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,actiontype2,actionparam2,actiontype3,actionparam3,actiontype4,actionparam4,actiontype5,actionparam5,actiontype6,actionparam6,actiontype7,actionparam7,actiontype8,actionparam8,actiontype9,actionparam9,actiontype10,actionparam10,actiontype11,actionparam11,actiontype12,actionparam12,actiontype13,actionparam13,actiontype14,actionparam14,actiontype15,actionparam15,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode,photo_timeinterval,photo_distinterval
4.708723682108679,-74.05812600988314,40,176.08778597784084,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708574996065451,-74.05811580720884,40,130.76833365001085,1.089123249053955,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708543092671429,-74.05807868015009,40,125.67840185062018,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.7084423247940554,-74.05793785999471,40,237.10495027665388,1.0944387912750244,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708415817959155,-74.05797897985002,40,267.5786889420011,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708403066425841,-74.05828156085059,40,324.7444477393863,0.7574186325073242,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708438821475273,-74.05830692079935,40,358.5106290188466,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708697753799182,-74.05831367591222,40,47.55955779149395,0.3975624442100525,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.7087287382941,-74.05827967687232,40,87.6202389318974,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708742081233479,-74.05795752427196,40,133.6306926463857,0.780712366104126,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708709863663717,-74.05792361431232,40,54.10105732322242,0.20000000298023224,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708905079445162,-74.05765301035152,40,82.79853048540251,0.20000000298023224,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708911310058288,-74.05760353312333,40,9.645546318005596,2.2571589946746826,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.709165564618663,-74.0575601748919,40,99.00074481843994,0.20000000298023224,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.709128445257897,-74.05732503869262,40,96.3910211717813,0.20000000298023224,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.70912258372378,-74.05727253067641,40,99.47304038179887,1.5252413749694824,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.70909219544194,-74.05708979437492,40,189.49171744141955,6.241247653961182,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708976919569943,-74.0571091330869,40,278.97287585918457,3.859292984008789,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.70903890534143,-74.05750302887182,40,190.96785643089785,8.363614082336426,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708929557577254,-74.05752429203933,40,99.00931264945464,0.9259719848632812,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.7088702056765195,-74.05714868553221,40,207.31717176435805,0.20000000298023224,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708730659068845,-74.05722100797391,40,168.64950881243138,0.20000000298023224,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
4.708690513658052,-74.05721292204214,40,119.69643229822346,1.7092936038970947,0,0,0,5,-90,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.70856637485841,-74.05699451502895,40,189.1329587300073,0.20000000298023224,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,-1
4.708490352866864,-74.05700677802069,40,181.24363422607846,0.20000000298023224,0,0,0,5,-45,4,-180,1,0,4,-128,1,0,4,-76,1,0,4,-24,1,0,4,28,1,0,4,80,1,0,4,132,1,0,0,0,0,0,0,0,2,0
